user_id,item_id,score,con_label
536,756,1,0
635,428,1,0
634,428,1,0
931,684,1,1
958,428,1,0
578,756,1,0
596,229,1,0
642,1336,0,0
614,681,0,0
596,756,1,0
584,427,1,0
614,756,0,0
764,427,1,0
755,756,1,0
560,536,1,0
559,536,1,0
931,1268,1,0
738,814,1,0
801,814,1,0
852,266,1,0
174,8,1,0
614,1775,1,0
536,102,1,0
905,357,1,0
541,537,1,0
888,257,1,0
836,345,1,1
531,121,1,0
850,121,1,0
531,121,1,0
302,15,1,0
561,1437,1,1
280,582,1,0
836,21,1,0
760,1737,1,0
280,38,1,0
893,21,1,0
710,1778,1,1
709,1778,1,1
872,536,1,0
768,102,1,0
766,1228,1,1
328,731,1,1
895,1024,1,0
891,1024,1,0
197,681,1,0
714,102,1,0
713,102,1,0
531,1778,1,1
90,21,0,0
760,536,0,0
430,1228,1,1
655,536,1,0
25,257,1,0
105,257,1,0
189,1368,1,0
801,121,0,0
614,9,1,0
533,628,1,0
328,537,1,0
311,144,0,0
189,731,1,1
980,21,1,0
760,9,1,0
942,756,1,0
138,1368,1,0
895,814,1,0
650,1584,1,0
603,21,0,0
642,426,0,0
738,142,0,0
642,223,0,0
932,1584,1,0
890,537,1,0
929,1136,1,0
755,428,1,0
541,1228,1,1
815,142,1,0
932,1365,1,0
227,223,1,0
541,876,1,1
879,537,1,0
541,426,1,0
541,537,1,0
642,756,0,0
850,426,1,0
662,426,1,0
887,426,0,0
531,426,1,0
541,16,1,0
628,38,1,0
872,910,1,0
541,142,0,0
905,1145,1,0
56,1216,1,0
738,73,0,0
778,275,0,0
710,686,1,1
227,1286,1,0
574,1145,1,0
541,756,1,0
227,9,1,0
227,756,1,0
663,536,0,0
781,1585,1,0
138,1024,1,0
138,756,1,0
251,582,1,0
640,756,1,0
939,52,1,0
559,537,1,0
968,1437,1,1
560,537,1,0
227,358,1,0
642,1075,0,0
618,96,1,0
56,1502,1,0
770,331,1,0
958,1585,1,0
580,1585,0,0
801,1365,0,0
857,102,1,0
128,582,1,0
227,385,1,1
934,202,1,1
663,428,0,0
652,756,0,0
562,427,1,0
781,427,1,0
760,427,1,0
887,266,0,0
580,223,1,0
934,582,1,0
642,427,0,0
189,427,1,0
561,427,1,0
227,266,1,0
541,427,1,0
868,686,1,1
836,893,0,0
770,893,0,0
781,1075,1,0
264,427,1,0
642,9,0,0
533,427,1,0
836,427,1,0
227,1075,1,0
56,1075,0,0
890,1368,1,0
783,96,1,0
587,1368,1,0
588,1368,1,0
815,731,1,1
560,686,1,1
559,686,1,1
541,1145,1,0
755,608,1,1
572,229,1,0
561,1693,1,0
760,1693,1,0
562,1693,1,0
573,494,1,0
561,537,1,0
562,537,1,0
573,582,1,0
562,537,1,0
561,537,1,0
887,121,0,0
662,21,1,0
90,893,0,0
227,453,1,0
652,453,1,0
573,144,1,0
626,453,1,0
582,494,1,0
541,1075,1,0
783,281,1,1
328,281,1,1
541,229,1,0
710,924,0,0
709,924,0,0
650,924,0,0
623,22,1,0
659,125,0,0
582,345,1,1
573,102,1,0
766,1775,0,0
614,266,0,0
541,590,1,0
769,756,1,0
828,345,1,1
566,1145,1,0
567,1145,1,0
566,266,1,0
567,266,1,0
560,281,1,1
738,1541,1,0
536,281,1,0
138,281,1,1
755,281,1,0
582,582,1,0
760,281,1,1
850,22,1,0
541,345,1,1
895,281,1,1
872,281,1,1
541,1541,0,0
770,266,1,0
578,281,1,1
536,1742,1,1
567,1048,1,0
566,1048,1,0
892,1075,1,0
958,1801,1,0
774,681,0,0
910,1075,1,0
326,266,1,0
828,582,1,0
914,121,0,0
770,121,0,0
603,1541,0,0
774,266,0,0
774,1368,0,0
774,266,0,0
915,204,1,0
338,204,1,0
659,204,1,0
59,204,1,0
917,166,1,0
192,1801,0,0
957,204,1,0
935,204,1,0
958,266,1,0
932,1742,1,1
578,1145,1,0
659,756,1,0
567,1801,1,0
536,1801,0,0
582,1801,1,0
543,204,1,0
596,1775,1,0
626,1075,1,0
566,1801,1,0
623,1801,0,0
541,204,1,0
931,1801,1,0
541,914,1,0
774,582,1,0
774,79,0,0
180,1742,1,1
931,229,1,0
905,166,1,0
227,1541,0,0
582,681,1,0
587,582,1,0
955,910,1,0
990,910,1,0
571,19,1,0
905,731,1,1
541,1365,1,0
227,1365,1,0
280,1145,1,0
25,266,1,0
105,266,1,0
932,204,0,0
25,266,1,0
536,1541,1,0
774,1336,1,0
760,1541,1,0
650,1541,0,0
888,266,1,0
573,1742,1,0
738,49,0,0
280,5,1,0
990,202,1,1
955,202,1,1
280,223,1,0
637,582,0,0
642,1510,0,0
571,281,1,1
935,1541,1,0
566,1417,0,0
567,1417,0,0
857,266,0,0
650,899,1,0
293,204,0,0
774,445,1,0
688,21,1,0
782,223,1,0
280,756,1,0
614,1801,0,0
816,1544,1,0
541,683,1,0
541,281,1,1
227,73,0,0
614,73,0,0
738,266,1,0
867,1417,0,0
760,266,1,0
533,628,1,0
264,914,1,0
541,66,0,0
755,66,1,1
581,445,1,1
573,66,1,0
280,445,1,1
182,1742,1,1
574,1541,1,0
760,582,1,0
755,618,1,0
816,756,1,0
813,1268,0,0
280,142,1,0
105,49,1,0
857,445,0,0
536,1417,1,0
536,1347,1,0
783,1336,1,0
280,266,1,0
783,1368,1,0
90,1742,1,1
932,914,1,0
247,1742,1,1
571,756,1,0
280,1775,1,0
247,1347,0,0
905,756,1,0
774,38,0,0
836,1347,0,0
580,229,1,0
760,229,1,0
541,1742,1,0
571,266,1,0
776,1541,1,0
776,1541,1,0
580,1347,1,0
770,1145,1,0
801,608,1,1
655,1347,1,0
652,1347,0,0
760,1347,0,0
562,1347,1,0
801,1347,0,0
868,485,1,0
935,1347,1,0
852,1347,1,0
561,1347,1,0
657,1048,1,0
180,22,1,0
56,22,1,0
929,230,1,0
875,22,1,0
614,435,0,0
905,1024,1,0
600,1778,1,1
582,699,1,0
174,266,1,0
738,1347,1,0
249,899,1,0
249,266,0,0
778,1742,1,1
249,1742,1,1
905,582,1,0
573,1541,1,0
657,1541,0,0
817,1541,1,0
659,1268,1,0
249,582,0,0
774,1347,1,0
761,266,1,0
857,1742,1,1
784,230,0,0
857,899,0,0
582,899,1,0
469,899,1,0
533,22,1,0
574,445,1,1
468,899,1,0
868,537,1,0
588,49,1,0
815,1320,1,0
931,1320,1,0
642,1320,0,0
713,121,0,0
714,121,0,0
688,1149,1,1
533,1075,1,0
621,494,0,0
834,494,0,0
637,699,1,0
774,1253,0,0
622,494,0,0
573,899,1,0
227,899,1,0
944,22,1,0
469,608,1,1
939,1457,1,0
665,21,1,0
280,814,0,0
659,1347,1,0
939,142,1,0
760,608,1,1
172,608,1,1
559,52,1,0
560,52,1,0
828,1145,1,0
178,846,1,0
760,383,0,0
469,681,1,0
468,681,1,0
227,12,1,0
688,1457,1,0
172,1457,1,0
939,1457,1,0
249,257,0,0
939,266,1,0
867,829,1,0
582,96,1,0
172,893,1,0
755,899,1,0
56,1742,1,1
618,428,1,0
828,1510,1,0
932,266,0,0
562,1742,1,1
561,1742,1,1
927,21,1,0
536,1039,1,0
910,106,0,0
626,106,1,0
852,1039,1,0
892,106,0,0
573,106,0,0
663,266,1,0
828,899,1,0
892,223,1,0
573,1039,1,0
910,223,1,0
868,1457,1,0
573,414,1,1
869,22,1,0
892,731,1,1
469,1268,1,0
469,94,1,0
468,94,1,0
939,21,1,0
468,1268,1,0
944,914,1,0
910,731,1,1
573,266,1,0
280,281,1,1
573,87,1,0
573,914,1,0
828,273,1,0
573,273,0,0
816,257,1,0
890,1145,1,0
561,22,1,0
662,1473,1,1
573,281,0,0
311,435,1,0
573,94,1,0
614,628,1,0
868,1417,1,0
642,12,1,0
591,582,0,0
592,582,0,0
900,1145,1,0
828,96,1,0
828,1113,1,0
227,60,1,0
828,87,1,1
614,22,1,0
541,1039,0,0
172,846,1,0
661,686,1,1
939,383,1,0
626,914,1,0
592,494,0,0
592,893,0,0
755,445,1,1
768,60,1,0
90,121,0,0
766,383,0,0
541,1320,1,0
813,997,1,1
573,21,1,0
637,21,0,0
303,47,1,1
829,494,1,0
573,1166,0,0
813,914,1,0
642,38,0,0
280,9,1,0
892,1174,1,0
910,1174,1,0
781,52,1,0
182,846,1,0
778,138,1,0
600,52,1,0
888,21,0,0
573,1742,1,1
227,21,1,0
592,21,0,0
591,21,0,0
784,12,1,0
829,632,1,1
868,1368,1,0
868,876,1,1
829,423,1,0
900,406,1,0
813,266,1,0
591,266,1,0
857,229,0,0
652,229,1,0
468,582,1,0
813,96,1,0
469,582,1,0
774,1510,0,0
829,9,1,0
829,1268,1,0
828,73,0,0
914,632,1,1
900,1510,1,0
596,632,1,1
869,383,0,0
870,383,0,0
828,777,0,0
836,1174,0,0
829,1075,0,0
90,121,1,0
280,271,1,0
172,406,1,0
596,445,1,1
591,223,0,0
829,914,1,0
592,223,0,0
468,96,1,0
774,142,0,0
469,96,1,0
910,1024,1,0
573,756,1,0
829,608,1,1
760,1742,1,0
892,1024,1,0
867,345,1,1
202,423,0,0
202,37,1,0
591,37,0,0
935,273,1,0
202,223,1,0
592,37,0,0
592,1320,1,0
659,1041,0,0
172,1113,0,0
500,96,1,0
202,914,1,0
280,307,1,0
626,96,1,0
592,1041,0,0
591,1041,0,0
813,1041,0,0
264,8,1,0
202,257,0,0
829,266,0,0
813,106,0,0
900,106,0,0
816,1364,1,0
202,353,0,0
626,257,1,0
828,1174,1,0
760,683,0,0
600,1174,1,0
592,1268,0,0
556,914,1,0
591,1268,0,0
896,21,1,0
892,582,1,0
879,372,1,0
939,102,0,0
813,121,0,0
589,423,1,0
202,582,1,0
589,37,1,0
644,142,1,0
829,111,1,1
172,38,1,0
828,111,1,1
469,142,1,0
202,628,1,0
589,494,1,0
813,756,1,0
852,229,1,0
589,21,0,0
531,129,1,1
829,21,0,0
172,1041,0,0
90,129,1,1
850,129,1,1
582,353,1,0
589,1113,0,0
469,2,1,0
589,353,1,0
774,1145,1,0
582,9,0,0
589,406,0,0
852,1174,1,0
573,9,1,0
589,785,0,0
582,273,0,0
414,353,1,0
25,22,1,0
614,22,1,0
105,22,1,0
500,1320,1,0
561,632,1,1
768,1041,1,0
202,1320,1,0
829,899,0,0
637,9,0,0
589,266,0,0
813,435,1,0
905,1041,1,0
828,1544,1,0
774,899,1,0
202,1039,1,0
828,230,0,0
637,266,0,0
828,218,1,0
90,57,0,0
828,9,0,0
566,1149,1,1
202,1742,1,1
414,266,1,0
567,1149,1,1
249,537,1,0
774,1149,1,1
566,1149,1,1
829,768,0,0
621,1320,1,0
622,1320,1,0
536,1268,1,0
958,94,1,0
834,1320,1,0
561,1268,1,0
774,1113,0,0
582,271,1,0
774,37,0,0
659,9,0,0
172,453,1,0
637,924,1,0
616,1347,1,0
781,102,1,0
944,266,1,0
596,1075,1,0
939,1075,1,0
591,358,1,0
755,1075,1,0
592,358,1,0
90,453,1,0
642,121,1,0
755,632,1,1
584,266,0,0
531,453,0,0
850,453,0,0
573,846,1,0
764,266,0,0
637,96,0,0
544,608,1,0
545,608,1,0
774,150,0,0
513,1742,1,1
900,87,1,1
768,836,1,0
657,914,1,0
762,608,1,1
513,423,1,0
774,1417,1,0
513,266,1,0
589,257,0,0
556,846,1,0
778,1742,1,1
887,1660,0,0
815,1041,1,0
249,37,0,0
774,52,1,0
591,453,0,0
536,1041,0,0
609,37,1,0
609,266,1,0
541,22,1,0
828,271,1,0
189,846,1,0
562,16,1,0
768,1417,1,0
801,701,0,0
828,406,1,0
249,453,1,0
533,453,1,0
105,453,1,0
25,453,1,0
556,121,1,0
879,1039,1,0
659,150,1,0
202,38,1,0
90,731,1,1
815,1801,1,0
626,720,1,0
513,1479,0,0
582,111,1,1
202,1479,0,0
588,1145,1,0
813,1145,0,0
852,686,1,1
872,1075,1,0
560,142,1,0
559,142,1,0
640,38,1,0
755,150,1,0
778,1039,0,0
219,1320,1,0
867,829,1,0
595,1320,1,0
202,150,0,0
870,38,1,0
869,38,1,0
786,1113,0,0
609,1113,0,0
571,1174,0,0
829,1742,1,1
567,681,0,0
566,681,0,0
891,1075,1,0
891,777,1,1
572,372,1,0
477,266,1,0
622,266,1,0
905,38,1,0
834,266,1,0
910,62,0,0
762,427,1,0
834,37,0,0
622,37,0,0
829,331,0,0
536,150,1,0
760,150,1,0
913,829,1,0
769,372,1,0
573,150,1,0
813,94,0,0
774,331,1,0
714,899,0,0
582,94,0,0
713,899,0,0
249,1742,1,1
829,37,1,0
219,443,1,0
595,443,1,0
582,756,1,0
891,1024,1,0
589,924,0,0
637,1769,1,0
867,829,1,0
249,1242,1,0
896,1041,1,0
533,537,1,0
567,281,1,1
762,266,1,0
566,281,1,1
113,1277,1,0
314,628,1,0
663,1246,1,0
280,464,1,0
891,445,1,1
414,699,1,0
622,1113,0,0
621,1113,0,0
513,608,1,0
622,756,0,0
834,756,0,0
469,1246,1,0
609,464,1,0
468,1246,1,0
834,1113,0,0
621,756,0,0
533,1246,1,0
778,632,1,1
636,353,1,0
559,829,1,0
571,829,1,0
637,87,1,1
469,266,1,0
513,914,0,0
90,537,1,0
90,427,1,0
828,427,1,0
589,427,0,0
249,427,0,0
197,427,0,0
935,1041,0,0
609,427,1,0
105,427,1,0
249,358,0,0
90,281,1,0
663,142,1,0
891,427,1,0
556,150,1,0
914,102,1,0
591,785,0,0
592,785,0,0
787,1336,0,0
652,266,1,0
90,1136,1,0
90,138,1,0
621,94,1,0
533,453,1,0
636,1166,1,0
468,445,1,1
609,1544,1,0
764,331,0,0
469,445,1,1
834,94,1,0
948,427,1,0
787,52,1,0
801,150,0,0
90,223,0,0
249,618,0,0
787,1166,0,0
787,777,1,1
834,1769,1,0
622,1769,1,0
621,1769,1,0
787,266,1,0
636,657,1,0
591,121,0,0
332,1113,1,0
592,121,0,0
202,537,1,0
172,19,1,0
783,657,1,0
578,1368,1,0
801,1368,1,0
414,494,1,0
781,1457,0,0
513,1253,0,0
172,16,1,0
500,1550,1,0
90,1149,1,1
738,428,1,0
857,150,0,0
533,686,1,1
172,406,1,0
815,383,1,0
636,202,1,1
834,106,1,0
562,1801,1,0
621,106,1,0
264,106,1,0
622,106,1,0
893,281,0,0
172,537,1,0
787,73,0,0
637,625,1,1
105,625,1,1
25,625,1,1
172,266,1,0
958,1246,1,0
90,836,1,0
90,273,0,0
609,777,1,1
867,52,0,0
591,150,0,0
710,372,1,0
813,150,0,0
657,150,1,0
828,1769,1,0
709,372,1,0
857,372,1,0
592,150,0,0
834,271,1,0
621,271,1,0
622,271,1,0
500,266,1,0
189,601,1,0
469,464,1,0
543,601,1,0
500,87,1,0
755,601,1,0
468,464,1,0
573,601,1,0
609,464,1,0
768,537,1,0
591,537,1,0
592,537,1,0
592,829,1,0
801,1550,0,0
591,829,1,0
774,144,0,0
591,1136,0,0
592,1136,0,0
761,846,1,0
932,150,1,0
935,150,0,0
25,1041,0,0
172,121,1,0
105,1041,0,0
219,237,1,0
25,1041,0,0
336,601,1,0
251,601,0,0
580,777,1,1
628,1113,1,0
249,445,0,0
893,106,0,0
90,37,1,0
893,1246,1,0
774,1246,1,0
90,383,1,0
780,150,1,0
659,1541,0,0
781,94,1,0
172,731,1,1
566,1347,0,0
968,582,1,0
950,582,1,0
589,1427,0,0
815,52,1,0
571,1041,1,0
592,1113,0,0
293,582,1,0
113,1320,1,0
172,1544,1,0
500,1113,1,0
636,699,1,0
591,1113,0,0
90,207,1,0
573,73,0,0
90,899,1,0
958,1041,1,0
621,1174,1,0
622,1174,1,0
264,1174,1,0
280,1113,0,0
414,1320,1,0
816,1024,1,0
172,1063,1,0
138,1336,1,0
780,1742,1,1
172,464,1,0
172,9,1,0
828,383,0,0
450,699,1,0
450,1145,1,0
314,914,1,0
591,230,0,0
592,230,0,0
813,73,1,0
628,582,1,0
280,345,1,1
280,281,1,1
594,582,1,0
600,150,1,0
594,899,1,0
450,406,1,0
594,49,1,0
172,106,1,0
280,106,0,0
90,79,1,0
580,57,1,0
589,57,0,0
591,57,0,0
500,150,1,0
500,57,0,0
857,618,0,0
893,910,1,0
477,769,0,0
589,618,0,0
589,914,0,0
594,406,1,0
172,204,1,0
594,1145,1,0
202,204,1,0
637,73,0,0
614,608,0,0
536,464,1,0
592,625,1,1
202,464,0,0
589,625,1,1
867,345,1,1
202,625,1,1
500,625,1,1
958,345,1,1
892,632,1,1
910,632,1,1
580,281,1,1
852,94,1,0
202,9,0,0
787,38,1,0
594,423,1,0
477,96,1,0
471,87,1,0
939,618,1,0
90,406,1,0
594,266,0,0
468,1775,0,0
182,582,0,0
36,1145,1,0
469,1775,0,0
36,893,1,0
36,1457,1,0
816,1041,1,0
36,16,1,0
36,79,1,0
589,601,0,0
36,37,1,0
815,94,1,0
280,16,1,0
573,464,0,0
857,1216,1,1
774,464,1,0
629,1216,1,0
891,16,1,0
852,57,0,0
651,94,1,0
36,1159,1,0
36,899,1,0
609,1535,1,0
128,266,1,0
90,1039,1,0
626,1660,1,0
939,1365,1,0
280,1535,1,0
561,150,1,0
968,266,1,0
623,1660,1,0
562,150,1,0
950,266,1,0
934,266,1,0
589,1246,0,0
202,230,1,0
784,345,1,1
450,2,1,0
36,464,1,0
500,9,0,0
249,1585,0,0
850,1585,1,0
531,1585,1,0
36,36,1,0
477,2,0,0
622,9,0,0
621,9,0,0
868,453,1,0
622,1550,1,0
834,1550,1,0
594,1742,1,1
621,1550,1,0
500,271,1,0
172,768,0,0
609,9,1,0
36,202,1,1
172,1742,0,0
900,1585,1,0
636,1336,1,0
589,1550,1,0
36,590,1,0
202,1368,0,0
264,383,1,0
829,625,1,1
36,266,0,0
609,625,1,1
566,625,1,1
469,625,1,1
567,625,1,1
562,899,1,0
561,899,1,0
36,435,1,0
609,1196,0,0
531,656,1,0
582,1246,1,0
249,150,0,0
25,150,0,0
105,150,0,0
850,656,1,0
311,12,1,0
609,1550,1,0
430,628,1,0
56,625,1,1
172,1550,1,0
172,110,1,1
450,625,1,1
567,110,1,1
280,1550,1,0
468,9,0,0
264,1457,1,0
328,1024,0,0
36,49,1,0
36,1742,1,1
536,924,0,0
513,37,1,0
891,656,1,0
868,1246,1,0
935,625,1,1
857,625,1,1
591,273,0,0
202,25,1,0
637,1550,1,0
280,625,1,1
893,582,1,0
609,453,0,0
600,625,1,1
915,846,1,0
533,1216,1,0
651,625,1,1
870,150,1,0
774,625,1,1
770,632,1,1
202,756,0,0
500,756,1,0
589,94,1,0
36,1242,1,0
642,453,1,0
264,102,1,0
197,582,1,0
513,1113,0,0
332,1024,0,0
172,464,1,0
450,1550,1,0
36,331,0,0
189,443,1,0
589,756,0,0
828,625,1,1
651,686,1,1
621,1585,0,0
622,1585,0,0
471,582,0,0
90,1585,0,0
905,257,1,0
500,1585,1,0
541,49,1,0
202,334,0,0
172,331,1,0
944,1585,0,0
630,625,1,1
644,656,1,0
36,1268,1,0
105,861,1,0
25,861,1,0
738,1550,1,0
955,582,1,0
500,428,0,0
580,1246,1,0
202,632,1,0
172,273,1,0
958,464,1,0
430,1246,0,0
541,625,1,1
636,899,1,0
596,625,1,1
471,96,1,0
249,372,1,0
582,121,0,0
609,121,0,0
36,257,1,0
450,836,1,0
828,49,1,0
172,73,1,0
536,1742,0,0
314,1145,1,0
709,464,1,0
587,625,1,1
588,625,1,1
913,1233,1,0
581,625,1,1
561,278,1,0
562,278,1,0
227,446,1,0
760,1385,1,0
659,836,0,0
834,768,0,0
621,768,0,0
541,446,1,1
500,345,1,1
249,1710,1,0
589,278,0,0
955,1457,1,0
813,278,1,0
990,1457,1,0
655,1550,1,0
567,1145,1,0
566,1145,1,0
202,446,1,0
829,1550,1,0
533,464,1,0
880,1216,1,0
621,102,0,0
855,485,1,0
780,1368,1,0
622,102,0,0
533,536,1,0
90,278,0,0
944,485,1,0
762,1368,1,0
774,1048,1,0
636,1286,1,0
768,345,1,1
764,1113,1,0
584,1113,1,0
852,278,0,0
500,446,1,1
450,820,1,0
629,278,0,0
566,464,1,0
781,1216,1,1
567,464,1,0
917,49,1,0
760,446,1,1
709,446,1,1
710,446,1,1
562,601,1,0
561,601,1,0
189,47,1,1
850,345,1,1
513,73,1,0
821,1584,0,0
531,345,1,1
813,464,0,0
867,345,1,1
332,73,1,0
500,1742,1,1
592,1550,0,0
591,1550,0,0
541,464,1,0
829,106,0,0
588,150,1,0
917,140,1,0
587,150,1,0
830,102,1,0
830,266,1,0
900,464,1,0
830,914,1,0
477,768,0,0
755,1119,0,0
776,207,1,0
36,1296,0,0
202,1149,1,1
713,385,1,1
830,537,1,0
594,223,1,0
830,353,1,0
890,150,1,0
664,1347,1,0
879,150,1,0
770,618,0,0
829,1206,1,1
264,1024,1,0
829,87,0,0
830,656,1,0
738,1145,1,0
450,1041,1,0
594,397,1,0
545,1145,1,0
594,38,1,0
774,618,0,0
202,126,0,0
659,37,0,0
642,37,1,0
314,121,1,0
930,37,1,0
611,1024,1,0
172,126,1,0
830,582,1,0
787,445,1,1
622,126,1,0
621,126,1,0
635,150,0,0
634,150,0,0
828,281,1,1
430,49,0,0
573,102,1,0
829,206,0,0
573,12,1,0
90,1368,1,0
582,126,1,0
637,126,0,0
913,582,1,0
829,1149,1,1
249,49,1,0
573,126,0,0
582,49,0,0
774,49,0,0
813,126,1,0
900,126,1,0
562,464,1,0
561,464,1,0
830,9,0,0
468,126,1,0
774,1710,1,0
913,331,1,0
469,126,1,0
888,257,1,0
636,1145,1,0
172,229,1,0
636,96,1,0
801,625,1,1
659,126,1,0
280,126,1,0
642,126,0,0
614,126,1,0
227,126,0,0
652,126,0,0
829,57,1,0
887,126,1,0
738,126,1,0
817,52,1,0
760,126,1,0
562,126,1,0
561,126,1,0
891,49,1,0
836,126,1,0
189,1242,1,0
391,121,0,0
655,126,1,0
390,121,0,0
536,358,0,0
891,22,1,0
105,126,1,0
930,126,1,0
801,126,1,0
25,126,1,0
931,126,1,0
663,126,1,0
829,356,0,0
884,1113,1,0
192,126,0,0
338,126,1,0
713,126,0,0
755,126,1,0
958,126,1,0
90,1242,1,0
817,1216,1,1
609,49,1,0
36,1693,1,0
303,1242,1,0
609,657,1,0
338,1242,1,0
609,879,1,0
638,142,1,0
782,126,0,0
595,126,1,0
634,126,1,0
219,126,1,0
829,140,1,0
581,111,1,1
932,1242,1,0
635,126,1,0
545,126,1,0
778,126,1,0
544,126,1,0
391,73,1,0
390,73,1,0
543,1242,1,0
764,281,1,1
584,281,1,1
817,1149,1,1
944,918,1,1
500,126,0,0
830,1320,1,0
884,1253,0,0
664,1510,1,0
202,140,1,0
884,278,1,0
857,102,0,0
391,266,0,0
128,861,1,0
618,140,1,0
829,756,0,0
891,406,1,0
178,150,1,0
914,49,0,0
636,1510,0,0
582,800,0,0
227,37,1,0
884,266,0,0
536,37,1,0
887,1541,0,0
128,1389,0,0
635,47,1,1
600,1389,1,0
513,464,1,0
664,608,1,1
774,1174,1,0
90,924,0,0
761,625,1,1
875,625,1,1
817,829,1,0
584,1075,1,0
764,1075,1,0
286,625,1,1
314,1502,0,0
280,1502,1,0
636,266,0,0
544,625,1,1
249,140,0,0
545,625,1,1
533,1544,1,0
935,1216,1,1
857,140,1,0
915,1242,1,0
172,397,1,0
36,1347,1,0
592,1347,0,0
571,49,1,0
636,1113,0,0
450,1775,1,0
469,1228,1,1
935,397,1,0
468,1228,1,1
652,140,0,0
935,140,1,0
513,1347,1,0
836,140,0,0
531,625,1,1
105,686,1,1
768,1216,1,1
25,686,1,1
25,686,1,1
56,829,1,0
500,701,1,0
36,102,1,0
594,106,0,0
855,12,1,0
311,49,1,0
834,96,0,0
621,1041,0,0
591,96,0,0
621,96,0,0
622,96,0,0
834,1041,0,0
